5.662269;23.700527;4.905013;40.587070;20.875990;23.327177;23.973616;30.265171;41.313984;35.568600;29.766491;3.629287;10.261213;13.171504;16.470976;10.143800;7.494723;5.002638;32.043537;35.568600;
11.073878;33.076519;33.766491;30.001320;34.792877;9.854881;12.062005;39.005276;42.791557;21.403694;11.026385;39.311344;15.575198;26.683378;41.667545;9.993403;1.244063;33.477573;35.064644;13.538259;
7.405013;17.381266;4.340369;39.556728;43.121372;39.122692;0.699208;34.009235;36.654354;42.821899;32.391819;39.620052;24.836412;6.580475;7.418206;5.741425;37.204487;14.463060;41.733509;14.718997;
27.521109;13.464380;26.548813;7.496042;10.699208;34.940632;6.965699;14.877309;22.850924;38.877308;6.117414;20.416887;19.281002;30.791557;25.712400;29.063324;19.777044;41.939316;24.352243;29.514511;
10.820580;17.403694;42.526386;35.333775;0.538259;24.098944;16.288918;22.484169;38.609497;1.914248;10.492085;34.782322;34.976254;32.001320;24.532982;15.547493;10.928760;42.824539;15.006597;26.036940;
11.195251;14.459103;23.139841;19.840370;8.011873;34.017151;13.893140;6.779684;20.069921;9.052771;6.262533;34.833775;42.424801;34.551453;15.218997;2.288918;10.255937;9.906332;38.984169;25.531662;
41.001320;20.262533;1.135884;34.532982;10.579156;35.398418;10.940633;13.155673;5.087071;8.216359;30.042217;31.829815;12.007915;6.757256;0.567282;19.926121;3.284961;35.258575;41.546173;24.894459;
27.926121;42.722954;39.525066;40.858841;39.910290;33.908970;12.663589;24.083113;30.145119;3.104222;12.232190;42.584435;15.303430;37.856201;32.967018;10.096306;19.989447;10.412929;36.316624;32.414249;
37.385223;25.435356;39.292877;38.176781;18.333773;4.215040;27.106859;24.737467;3.720317;6.241425;31.385223;23.472296;17.815304;14.197889;2.440633;34.430080;10.339050;5.098945;33.563324;28.959103;
26.910290;27.937994;3.803430;10.837730;31.056728;29.798153;18.567282;18.391821;32.947231;15.395779;22.865435;14.907652;34.503960;22.641161;9.712401;25.331135;13.761213;23.645119;19.899736;34.282322;
20.092348;11.905013;15.546174;3.365435;41.211082;39.245384;34.040897;41.562004;16.156992;30.961740;13.126649;5.952507;1.025066;7.328496;39.583115;36.348286;40.271767;21.175461;23.171503;4.209763;
9.737467;7.383905;23.833773;27.853561;21.741425;21.205805;17.682058;34.339050;15.651715;23.770449;27.125330;1.291557;32.105541;37.484169;5.903694;26.222956;10.437995;2.627968;15.324538;40.989445;
2.283641;28.172823;39.215038;4.887863;29.967018;22.258575;17.126650;4.974934;7.117414;0.598945;5.290237;16.362797;30.875990;15.007915;7.358839;4.729551;36.554089;6.026385;32.857521;37.346966;
31.911610;34.911610;11.853562;4.127968;31.622692;31.737467;37.295513;41.564644;1.286280;33.620052;1.567282;7.390501;12.254618;6.620053;6.510554;6.693932;8.839050;9.160950;8.251979;14.668865;
37.609497;6.667546;32.860157;34.767811;37.737469;8.811346;29.386543;4.649076;42.098946;11.982850;4.633245;24.064644;17.757256;29.303431;24.965700;30.645119;22.664907;36.639843;37.839050;16.469658;
36.860157;30.493404;6.158311;41.084435;15.306068;26.178101;5.576517;9.861478;39.435356;19.296833;42.901054;29.641161;33.774406;41.500000;23.868074;13.671504;5.465699;30.939314;17.526384;39.444592;
